title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date,Title Product,Title Note,Assignment,Product Name,Patent No.,Company,Reg Rev Period,Testing Phase,Approval Phase,IND/IDE Filing Date,NDA/PMA Filing Date,Approval Date,Application No.,Pat Term Ext
Determination of Regulatory Review Period for Purposes of Patent Extension; Olinvyk,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for Olinvyk and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 83406,2023-26253,https://www.federalregister.gov/documents/2023/11/29/2023-26253/determination-of-regulatory-review-period-for-purposes-of-patent-extension-olinvyk,https://www.govinfo.gov/content/pkg/FR-2023-11-29/pdf/2023-26253.pdf,2023-11-29, Olinvyk,,Tianlun,Olinvyk (oliceridine fumarate),"8,835,488; 9,309,234; 9,642,842","Trevena, Inc.","3,206","2,112","1,094",2012-01-22,2017-11-02,2020-10-30,NDA 210730,951
Determination of Regulatory Review Period for Purposes of Patent Extension; PYLARIFY,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for PYLARIFY and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of patents which claim that human drug product.",88 FR 83407,2023-26261,https://www.federalregister.gov/documents/2023/11/29/2023-26261/determination-of-regulatory-review-period-for-purposes-of-patent-extension-pylarify,https://www.govinfo.gov/content/pkg/FR-2023-11-29/pdf/2023-26261.pdf,2023-11-29, PYLARIFY,,Tianlun,PYLARIFY (piflufolastat F18),"8,487,129; 8,778,305; and 9,861,713","Progenics Pharmaceuticals, Inc.","2,681","2,441",240,2014-01-24,2020-09-29,2021-05-26,NDA 214793,"736, 1,373 or 1,463"
Determination of Regulatory Review Period for Purposes of Patent Extension; Azstarys,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for Azstarys and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 83409,2023-26246,https://www.federalregister.gov/documents/2023/11/29/2023-26246/determination-of-regulatory-review-period-for-purposes-of-patent-extension-azstarys,https://www.govinfo.gov/content/pkg/FR-2023-11-29/pdf/2023-26246.pdf,2023-11-29, Azstarys,,Tianlun,Azstarys (serdexmethylphenidate and dexmethylphenidate),"9,079,928","KemPharm, Inc.","1,676","1,244",432,2016-10-06,2020-03-02,2021-05-07,NDA 212994,948
Determination of Regulatory Review Period for Purposes of Patent Extension; Tukysa,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for Tukysa and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 83414,2023-26256,https://www.federalregister.gov/documents/2023/11/29/2023-26256/determination-of-regulatory-review-period-for-purposes-of-patent-extension-tukysa,https://www.govinfo.gov/content/pkg/FR-2023-11-29/pdf/2023-26256.pdf,2023-11-29, Tukysa,,Tianlun,Tukysa (tucatinib),"7,452,895; 8,648,087; 9,457,093; and 9,693,989","Array BioPharma Inc. and Seattle Genetics, Inc. (Agent of Array BioPharma Inc.)","4,653","4,533",120,2007-07-24,2019-12-20,2020-04-17,NDA 213411,"552, 570, 1,101 or 1,826"
Determination of Regulatory Review Period for Purposes of Patent Extension; ZEGALOGUE,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for ZEGALOGUE and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 83547,2023-26260,https://www.federalregister.gov/documents/2023/11/30/2023-26260/determination-of-regulatory-review-period-for-purposes-of-patent-extension-zegalogue,https://www.govinfo.gov/content/pkg/FR-2023-11-30/pdf/2023-26260.pdf,2023-11-30, ZEGALOGUE,,Tianlun,ZEGALOGUE (dasiglucagon),"10,442,847",Zealand Pharma A/S,"1,734","1,373",361,2016-06-24,2020-03-27,2021-03-22,NDA 214231,47
Determination of Regulatory Review Period for Purposes of Patent Extension; Qelbree,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for Qelbree and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 83548,2023-26301,https://www.federalregister.gov/documents/2023/11/30/2023-26301/determination-of-regulatory-review-period-for-purposes-of-patent-extension-qelbree,https://www.govinfo.gov/content/pkg/FR-2023-11-30/pdf/2023-26301.pdf,2023-11-30, Qelbree,,Tianlun,Qelbree (viloxazine),"9,358,204; 9,603,853; 9,662,338","Supernus Pharmaceuticals, Inc. ","4,328","3,816",512,2009-05-29,2019-11-08,2021-04-02,NDA 211964,785
Determination of Regulatory Review Period for Purposes of Patent Extension; Koselugo,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for Koselugo and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 83556,2023-26324,https://www.federalregister.gov/documents/2023/11/30/2023-26324/determination-of-regulatory-review-period-for-purposes-of-patent-extension-koselugo,https://www.govinfo.gov/content/pkg/FR-2023-11-30/pdf/2023-26324.pdf,2023-11-30, Koselugo,,Tianlun,Koselugo (selumetinib),"7,425,637; 8,178,693; 9,156,795",AstraZeneca AB and Array BioPharma Inc.,"5,100","4,889",211,2006-04-26,2019-09-13,2020-04-10,NDA 213756,"927 days, 1,550 days, or 5 years"
Determination of Regulatory Review Period for Purposes of Patent Extension; Rezurock,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for Rezurock and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 83558,2023-26358,https://www.federalregister.gov/documents/2023/11/30/2023-26358/determination-of-regulatory-review-period-for-purposes-of-patent-extension-rezurock,https://www.govinfo.gov/content/pkg/FR-2023-11-30/pdf/2023-26358.pdf,2023-11-30, Rezurock,,Tianlun,Rezurock (belumosudil mesylate),"8,357,693","Kadmon Pharmaceuticals, LLC (agent for Surface Logix, LLC)","4,327","4,037",290,2009-09-12,2020-09-30,2021-07-16,NDA 214783,"1,154"
Determination of Regulatory Review Period for Purposes of Patent Extension; Ukoniq,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for Ukoniq and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 83555,2023-26303,https://www.federalregister.gov/documents/2023/11/30/2023-26303/determination-of-regulatory-review-period-for-purposes-of-patent-extension-ukoniq,https://www.govinfo.gov/content/pkg/FR-2023-11-30/pdf/2023-26303.pdf,2023-11-30, Ukoniq,,Tianlun,Ukoniq (umbralisib tosylate),"9,150,579; 9,669,033; 10,072,013; and 10,570,142",Rhizen Pharmaceuticals SA,"2,963","2,727",236,2012-12-28,2020-06-15,2021-02-05,NDA 213176,"291, 577, or 583"
Determination of Regulatory Review Period for Purposes of Patent Extension; Amondys 45,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for Amondys 45 and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 83545,2023-26299,https://www.federalregister.gov/documents/2023/11/30/2023-26299/determination-of-regulatory-review-period-for-purposes-of-patent-extension-amondys-45,https://www.govinfo.gov/content/pkg/FR-2023-11-30/pdf/2023-26299.pdf,2023-11-30, Amondys 45,,Tianlun,Amondys 45 (casimersen),"8,524,880; 9,228,187; 9,447,415; 9,758,783; 10,287,586; and 10,781,450",The University of Western Australia,"2,412","2,166",246,2014-07-22,2020-06-25,2021-02-25,NDA 213026,"157, 450, 755, 933, 1,063, or 1,329"
Determination of Regulatory Review Period for Purposes of Patent Extension; Nuzyra Injection (New Drug Application 209817),Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, the Agency, or we) has determined the regulatory review period for Nuzyra Injection (new drug application (NDA) 209817) and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 83550,2023-26363,https://www.federalregister.gov/documents/2023/11/30/2023-26363/determination-of-regulatory-review-period-for-purposes-of-patent-extension-nuzyra-injection-new-drug,https://www.govinfo.gov/content/pkg/FR-2023-11-30/pdf/2023-26363.pdf,2023-11-30, Nuzyra Injection (New Drug Application 209817),,Tianlun,Nuzyra Injection (NDA 209817) (omadacycline),"7,553,828","Paratek Pharmaceuticals, Inc.","4,361","4,118",243,2006-10-26,2018-02-02,2018-10-02,NDA 209817,"1,812"
Determination of Regulatory Review Period for Purposes of Patent Extension; Truseltiq,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for Truseltiq and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 85291,2023-26885,https://www.federalregister.gov/documents/2023/12/07/2023-26885/determination-of-regulatory-review-period-for-purposes-of-patent-extension-truseltiq,https://www.govinfo.gov/content/pkg/FR-2023-12-07/pdf/2023-26885.pdf,2023-12-07, Truseltiq,,Tianlun,Truseltiq (infigratinib),"8,552,002","QED Therapeutics, Inc. (agent of Novartis AG)","4,258","4,016",242,2009-10-02,2020-09-29,2021-05-28,NDA 214622,"1,516"
Determination of Regulatory Review Period for Purposes of Patent Extension; Tivdak,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for Tivdak and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of patents which claim that human biological product.",88 FR 85625,2023-26992,https://www.federalregister.gov/documents/2023/12/08/2023-26992/determination-of-regulatory-review-period-for-purposes-of-patent-extension-tivdak,https://www.govinfo.gov/content/pkg/FR-2023-12-08/pdf/2023-26992.pdf,2023-12-08, Tivdak,,Tianlun,Tivdak (tisotumab vedotin),"9,150,658; 9,168,314; and 9,492,565",Genmab A/S,"2,959","2,736",223,2013-08-16,2021-02-10,2021-09-20,BLA B761208,"997, 1,077, or 1,190"
Determination of Regulatory Review Period for Purposes of Patent Extension; Pemazyre,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for Pemazyre and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 85627,2023-26996,https://www.federalregister.gov/documents/2023/12/08/2023-26996/determination-of-regulatory-review-period-for-purposes-of-patent-extension-pemazyre,https://www.govinfo.gov/content/pkg/FR-2023-12-08/pdf/2023-26996.pdf,2023-12-08, Pemazyre,,Tianlun,Pemazyre (pemigatinib),"9,611,267; 10,131,667",Incyte Corp. and Incyte Holdings Corp.,"1,971","1,770",201,2014-11-26,2019-09-30,2020-04-17,NDA 213736,309
Determination of Regulatory Review Period for Purposes of Patent Extension; EXKIVITY,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for EXKIVITY and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of patents which claims that human drug product.",88 FR 85629,2023-27004,https://www.federalregister.gov/documents/2023/12/08/2023-27004/determination-of-regulatory-review-period-for-purposes-of-patent-extension-exkivity,https://www.govinfo.gov/content/pkg/FR-2023-12-08/pdf/2023-27004.pdf,2023-12-08, EXKIVITY,,Tianlun,EXKIVITY (mobocertinib),"9,796,712; 10,227,342",Takeda Pharmaceutical Company Limited,"2,059","1,857",202,2016-01-28,2021-02-26,2021-09-15,NDA 215310,126
Determination of Regulatory Review Period for Purposes of Patent Extension; Fotivda,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for Fotivda and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 85630,2023-26997,https://www.federalregister.gov/documents/2023/12/08/2023-26997/determination-of-regulatory-review-period-for-purposes-of-patent-extension-fotivda,https://www.govinfo.gov/content/pkg/FR-2023-12-08/pdf/2023-26997.pdf,2023-12-08, Fotivda,,Tianlun,Fotivda (tivozanib hydrochloride),"6,821,987; 7,166,722","AVEO Pharmaceuticals, Inc. (agent of Kyowa Kirin Co., Ltd.)","5,035","4,690",345,2007-05-30,2020-03-31,2021-03-10,NDA 212904 ,"1,826"
Determination of Regulatory Review Period for Purposes of Patent Extension; Nextstellis,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for Nextstellis and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 85632,2023-26988,https://www.federalregister.gov/documents/2023/12/08/2023-26988/determination-of-regulatory-review-period-for-purposes-of-patent-extension-nextstellis,https://www.govinfo.gov/content/pkg/FR-2023-12-08/pdf/2023-26988.pdf,2023-12-08, Nextstellis,,Tianlun,Nextstellis (drospirenone and estetrol),"7,732,430",Mayne Pharma LLC,"1,732","1,366",366,2016-07-20,2020-04-15,2021-04-15,NDA 214154,"1,048"
Determination of Regulatory Review Period for Purposes of Patent Extension; ZYNLONTA,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for ZYNLONTA and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human biological product.",88 FR 85633,2023-26982,https://www.federalregister.gov/documents/2023/12/08/2023-26982/determination-of-regulatory-review-period-for-purposes-of-patent-extension-zynlonta,https://www.govinfo.gov/content/pkg/FR-2023-12-08/pdf/2023-26982.pdf,2023-12-08, ZYNLONTA,,Tianlun,ZYNLONTA (loncastuximab tesirine-lpyl),"9,931,414",ADC Therapeutics S.A.,"1,969","1,754",215,2015-12-04,2020-09-21,2021-04-23,BLA 761196,559
Determination of Regulatory Review Period for Purposes of Patent Extension; SEYSARA,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for SEYSARA and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 85635,2023-27003,https://www.federalregister.gov/documents/2023/12/08/2023-27003/determination-of-regulatory-review-period-for-purposes-of-patent-extension-seysara,https://www.govinfo.gov/content/pkg/FR-2023-12-08/pdf/2023-27003.pdf,2023-12-08, SEYSARA,,Tianlun,SEYSARA (sarecycline hydrochloride),"8,318,706","Paratek Pharmaceuticals, Inc.","2,946","2,599",347,2010-09-09,2017-10-20,2018-10-01,NDA 209521,"1,227"
Determination of Regulatory Review Period for Purposes of Patent Extension; VIZIMPRO,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for VIZIMPRO and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 85645,2023-27012,https://www.federalregister.gov/documents/2023/12/08/2023-27012/determination-of-regulatory-review-period-for-purposes-of-patent-extension-vizimpro,https://www.govinfo.gov/content/pkg/FR-2023-12-08/pdf/2023-27012.pdf,2023-12-08, VIZIMPRO,,Tianlun,VIZIMPRO (dacomitinib),"7,772,243",Warner-Lambert Co. LLC ,"4,794","4,554",240,2005-08-14,2018-01-31,2018-09-27,NDA 211288,"1,493"
Determination of Regulatory Review Period for Purposes of Patent Extension; VILTEPSO,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for VILTEPSO and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 85638,2023-27013,https://www.federalregister.gov/documents/2023/12/08/2023-27013/determination-of-regulatory-review-period-for-purposes-of-patent-extension-viltepso,https://www.govinfo.gov/content/pkg/FR-2023-12-08/pdf/2023-27013.pdf,2023-12-08, VILTEPSO,,Tianlun,VILTEPSO (viltolarsen),"9,079,934","Nippon Shinyaku Co., LTD.�","1,573","1,255",318,2016-04-24,2019-09-30,2020-08-12,NDA 212154,"1,077"
Determination of Regulatory Review Period for Purposes of Patent Extension; Nuzyra Tablets (New Drug Application 209816),Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA, the Agency, or we) has determined the regulatory review period for Nuzyra Tablets (new drug application (NDA) 209816) and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 85643,2023-26989,https://www.federalregister.gov/documents/2023/12/08/2023-26989/determination-of-regulatory-review-period-for-purposes-of-patent-extension-nuzyra-tablets-new-drug,https://www.govinfo.gov/content/pkg/FR-2023-12-08/pdf/2023-26989.pdf,2023-12-08, Nuzyra Tablets (New Drug Application 209816),,Tianlun,Nuzyra Tablets (NDA 209816) (omadacycline),"9,265,740","Paratek Pharmaceuticals, Inc.","4,361","4,118",243,2006-10-26,2018-02-02,2018-10-02,NDA 209816,597
Determination of Regulatory Review Period for Purposes of Patent Extension; WELIREG,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for WELIREG and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of patents which claims that human drug product.",88 FR 85892,2023-27044,https://www.federalregister.gov/documents/2023/12/11/2023-27044/determination-of-regulatory-review-period-for-purposes-of-patent-extension-welireg,https://www.govinfo.gov/content/pkg/FR-2023-12-11/pdf/2023-27044.pdf,2023-12-11, WELIREG,,Tianlun,WELIREG (belzutifan),"9,908,845; 9,969,689","Peloton Therapeutics, Inc","1,752","1,541",211,2016-10-28,2021-01-15,2021-08-13,NDA 215383,342
Determination of Regulatory Review Period for Purposes of Patent Extension; LYBALVI,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for LYBALVI and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 88397,2023-28094,https://www.federalregister.gov/documents/2023/12/21/2023-28094/determination-of-regulatory-review-period-for-purposes-of-patent-extension-lybalvi,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28094.pdf,2023-12-21, LYBALVI,,Tianlun,LYBALVI (olanzapine and samidorphan),"7,262,298; 9,119,848; 9,126,977; 10,300,054; and 10,716,785",Alkermes Inc. ,"4,564","4,003",561,2008-11-30,2019-11-15,2021-05-28,NDA 213378,"311 days, 646 days, 1,325 days, 1,328 days, or 5 years"
Determination of Regulatory Review Period for Purposes of Patent Extension; Emgality,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for Emgality and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human biological product.",88 FR 88625,2023-28233,https://www.federalregister.gov/documents/2023/12/22/2023-28233/determination-of-regulatory-review-period-for-purposes-of-patent-extension-emgality,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28233.pdf,2023-12-22, Emgality,,Tianlun,Emgality (galcanezumab-gnlm),9505838,Eli Lilly and Company,"2,738","2,372",366,2011-04-01,2017-09-27,2018-09-27,BLA B761063,403
Determination of Regulatory Review Period for Purposes of Patent Extension; Copiktra,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for Copiktra and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 88627,2023-28244,https://www.federalregister.gov/documents/2023/12/22/2023-28244/determination-of-regulatory-review-period-for-purposes-of-patent-extension-copiktra,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28244.pdf,2023-12-22, Copiktra,,Tianlun,Copiktra (duvelisib),"8,193,182","Verastem, Inc.","2,596","2,364",232,2011-08-18,2018-02-05,2018-09-24,NDA 211155,954
Determination of Regulatory Review Period for Purposes of Patent Extension; PONVORY,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for PONVORY and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 89455,2023-28509,https://www.federalregister.gov/documents/2023/12/27/2023-28509/determination-of-regulatory-review-period-for-purposes-of-patent-extension-ponvory,https://www.govinfo.gov/content/pkg/FR-2023-12-27/pdf/2023-28509.pdf,2023-12-27, PONVORY,,Tianlun,PONVORY (ponesimod),RE43728,Actelion Pharmaceuticals Ltd. ,"4,459","4,092",367,2009-01-04,2020-03-18,2021-03-18,NDA 213498,5 years
Determination of Regulatory Review Period for Purposes of Patent Extension; CYTALUX,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for CYTALUX and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 89458,2023-28507,https://www.federalregister.gov/documents/2023/12/27/2023-28507/determination-of-regulatory-review-period-for-purposes-of-patent-extension-cytalux,https://www.govinfo.gov/content/pkg/FR-2023-12-27/pdf/2023-28507.pdf,2023-12-27, CYTALUX,,Tianlun,CYTALUX (pafolacianine),"9,061,057",Purdue Research Foundation,"2,610","2,274",336,2014-10-09,2020-12-29,2021-11-29,NDA 214907,825
Determination of Regulatory Review Period for Purposes of Patent Extension; ZOKINVY,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for ZOKINVY and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of patents which claims that human drug product.",88 FR 89453,2023-28511,https://www.federalregister.gov/documents/2023/12/27/2023-28511/determination-of-regulatory-review-period-for-purposes-of-patent-extension-zokinvy,https://www.govinfo.gov/content/pkg/FR-2023-12-27/pdf/2023-28511.pdf,2023-12-27, ZOKINVY,,Tianlun,ZOKINVY (lonafarnib),"7,838,531 and 8,828,356","the Government of the United States of America as represented by the Department of Health and Human Services; the Regents of the University of Michigan; Progeria Research Foundation, Inc.; and the University of North Carolina at Chapel Hill","5,023","4,777",246,2007-02-21,2020-03-20,2020-11-20,NDA 213969,"1,255 or 1,948"
Determination of Regulatory Review Period for Purposes of Patent Extension; SCEMBLIX,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for SCEMBLIX and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",88 FR 89456,2023-28519,https://www.federalregister.gov/documents/2023/12/27/2023-28519/determination-of-regulatory-review-period-for-purposes-of-patent-extension-scemblix,https://www.govinfo.gov/content/pkg/FR-2023-12-27/pdf/2023-28519.pdf,2023-12-27, SCEMBLIX,,Tianlun,SCEMBLIX (asciminib hydrochloride),"8,829,195",Novartis AG,"2,845","2,717",128,2014-01-16,2021-06-24,2021-10-29,NDA 215358,899
Determination of Regulatory Review Period for Purposes of Patent Extension; CABENUVA,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for CABENUVA and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",89 FR 4954,2024-01439,https://www.federalregister.gov/documents/2024/01/25/2024-01439/determination-of-regulatory-review-period-for-purposes-of-patent-extension-cabenuva,https://www.govinfo.gov/content/pkg/FR-2024-01-25/pdf/2024-01439.pdf,2024-01-25, CABENUVA,,Tianlun,CABENUVA (cabotegravir and rilpivirine),"8,410,103","ViiV Healthcare Company and Shionogi & Co., Ltd.","4,719","4,085",634,2008-02-22,2019-04-29,2021-01-21,NDA 212888,"1,742"
Determination of Regulatory Review Period for Purposes of Patent Extension; VOCABRIA,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for VOCABRIA and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",89 FR 4959,2024-01438,https://www.federalregister.gov/documents/2024/01/25/2024-01438/determination-of-regulatory-review-period-for-purposes-of-patent-extension-vocabria,https://www.govinfo.gov/content/pkg/FR-2024-01-25/pdf/2024-01438.pdf,2024-01-25, VOCABRIA,,Tianlun,VOCABRIA (cabotegravir sodium),"8,410,103",ViiV Healthcare Company,"4,719","4,085",634,2008-02-22,2019-04-29,2021-01-21,NDA 212887 ,"1,742"
Determination of Regulatory Review Period for Purposes of Patent Extension; SKYTROFA,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for SKYTROFA and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human biological product.",89 FR 11304,2024-03031,https://www.federalregister.gov/documents/2024/02/14/2024-03031/determination-of-regulatory-review-period-for-purposes-of-patent-extension-skytrofa,https://www.govinfo.gov/content/pkg/FR-2024-02-14/pdf/2024-03031.pdf,2024-02-14, SKYTROFA,,Tianlun,SKYTROFA (lonapegsomatropin-tcgd),"9,272,048; 9,511,122; and 10,682,395",Ascendis Pharma Endocrinology Division A/S,"2,133","1,706",427,2015-10-25,2020-06-25,2021-08-25,BLA 761177,"431, 1,075 or 1,215"
